DBN,Zip_Code,Lat,Lon,Private_School_Count,Planned_Housing_Units,School_Age_Pop_2019,School_Age_Pop_2020,School_Age_Pop_2021,School_Age_Pop_2022,School_Age_Pop_2023
84M085,,,,0,0.0,0,0,0,0,0
27Q333,,,,0,0.0,0,0,0,0,0
08X452,10473,40.82122,-73.8559,0,0.0,15052,14306,14139,13602,12983
13K594,,,,0,0.0,0,0,0,0,0
30Q417,,,,0,0.0,0,0,0,0,0
02M374,10003,40.73536,-73.9871,0,85403.0,3374,3923,3721,3866,3792
84X165,,,,0,0.0,0,0,0,0,0
09X449,,,,0,0.0,0,0,0,0,0
84M202,,,,0,0.0,0,0,0,0,0
06M552,10032,,-73.9383,0,0.0,9206,7593,7756,8409,7339
24Q485,11385,40.71188,-73.9092,0,0.0,24319,21515,22069,20911,20261
84Q321,,,,0,0.0,0,0,0,0,0
84Q372,,,,0,0.0,0,0,0,0,0
07X259,10455,40.81067,-73.9075,0,0.0,12201,11492,12183,12476,11376
06M209,,,,0,0.0,0,0,0,0,0
06M349,,,,0,0.0,0,0,0,0,0
84M704,,,,0,0.0,0,0,0,0,0
84M284,,,,0,0.0,0,0,0,0,0
84M341,,,,0,0.0,0,0,0,0,0
84M186,,,,0,0.0,0,0,0,0,0
84M329,,,,0,0.0,0,0,0,0,0
84M708,,,,0,0.0,0,0,0,0,0
05M285,,,,0,0.0,0,0,0,0,0
84M335,,,,0,0.0,0,0,0,0,0
84M380,,,,0,0.0,0,0,0,0,0
84M709,,,,0,0.0,0,0,0,0,0
06M052,,,,0,0.0,0,0,0,0,0
84X706,,,,0,0.0,0,0,0,0,0
11X455,10475,40.87404,-73.8317,0,0.0,6746,7858,7368,8562,8044
02M534,10011,40.73642,-73.9957,0,0.0,4552,4491,4879,4793,4471
02M586,,,,0,0.0,0,0,0,0,0
27Q297,,,,0,0.0,0,0,0,0,0
07X670,10451,40.81571,-73.93,0,0.0,12321,12131,11998,12642,11031
29Q498,11411,40.69879,-73.7463,0,0.0,3543,3612,3618,3496,3484
84K746,,,,0,0.0,0,0,0,0,0
84K895,,,,0,0.0,0,0,0,0,0
24Q330,,,,0,0.0,0,0,0,0,0
84K362,,,,0,0.0,0,0,0,0,0
84R077,,,,0,0.0,0,0,0,0,0
08X405,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
04M680,10029,40.79197,-73.9469,0,0.0,15698,14415,14207,13641,14093
24Q550,11368,40.73767,-73.8534,0,0.0,30109,28414,29582,27965,26340
19K504,11207,40.66687,-73.8951,0,0.0,20716,21588,23752,21806,20433
28Q328,11432,40.71455,-73.7987,0,0.0,13444,13662,14054,13440,13626
27Q650,11416,40.68918,-73.8415,0,0.0,6265,5722,6050,6340,5707
11X544,10467,40.87517,-73.8616,0,0.0,25413,25646,26137,23339,22698
02M545,10002,40.71733,-73.9893,0,272414.0,9477,9733,10321,10028,10121
10X565,10458,40.85539,-73.8825,0,0.0,23389,23063,23286,21249,19679
02M400,10019,40.76785,-73.9886,0,0.0,3451,3057,2934,2766,2716
06M423,10034,40.86556,-73.9255,0,0.0,8140,7918,8152,8052,7338
06M468,10040,40.85653,-73.9261,0,0.0,7895,8175,8043,7658,6566
02M420,10003,40.73267,-73.9826,0,85403.0,3374,3923,3721,3866,3792
18K617,11236,40.64054,-73.8986,0,0.0,22945,22174,22914,21790,20165
06M467,10040,40.85653,-73.9261,0,0.0,7895,8175,8043,7658,6566
28Q690,11434,40.68584,-73.7834,0,0.0,14827,14165,14986,15461,14701
03M492,10023,40.77489,-73.9856,0,0.0,8483,8579,9261,9257,9970
05M692,10031,40.82021,-73.9504,0,0.0,9722,9683,10108,9190,9144
06M463,10040,40.85653,-73.9261,0,0.0,7895,8175,8043,7658,6566
18K633,11236,40.64054,-73.8986,0,0.0,22945,22174,22914,21790,20165
17K546,11203,40.65867,-73.9438,0,0.0,15813,15765,15236,14669,14275
17K539,11226,40.6496,-73.9572,0,0.0,22108,20534,19770,18944,18479
10X433,10468,40.86906,-73.8971,0,0.0,21333,20905,22105,21512,20563
09X543,10456,40.82746,-73.9039,0,0.0,25983,24695,24654,23966,24039
17K537,11226,40.6496,-73.9572,0,0.0,22108,20534,19770,18944,18479
02M560,,,,0,0.0,0,0,0,0,0
10X696,10468,40.87473,-73.8955,0,0.0,21333,20905,22105,21512,20563
24Q267,11101,40.74418,-73.937,0,0.0,5611,5773,5762,5053,5688
03M494,10023,40.77489,-73.9856,0,0.0,8483,8579,9261,9257,9970
11X275,10467,40.87517,-73.8616,0,0.0,25413,25646,26137,23339,22698
02M489,10006,40.70927,-74.0123,0,0.0,338,342,351,319,301
02M296,10019,40.76547,-73.9927,0,0.0,3451,3057,2934,2766,2716
11X509,10469,40.86044,-73.8607,0,0.0,15217,14965,16427,15948,15741
21K348,11214,40.59303,-73.9863,0,0.0,19629,19278,20314,19452,19359
20K485,11220,40.63672,-74.0234,0,0.0,22462,21819,23342,23657,22920
12X550,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
19K760,,,,0,0.0,0,0,0,0,0
28Q505,11432,40.70946,-73.803,0,0.0,13444,13662,14054,13440,13626
28Q325,11432,40.71455,-73.7987,0,0.0,13444,13662,14054,13440,13626
75M501,,,,0,0.0,0,0,0,0,0
75M401,,,,0,0.0,0,0,0,0,0
07X500,10455,40.81486,-73.912,0,0.0,12201,11492,12183,12476,11376
02M437,10011,40.74341,-74.0025,0,0.0,4552,4491,4879,4793,4471
02M605,10011,40.74341,-74.0025,0,0.0,4552,4491,4879,4793,4471
30Q291,,,,0,0.0,0,0,0,0,0
30Q384,,,,0,0.0,0,0,0,0,0
84K769,,,,0,0.0,0,0,0,0,0
22K381,,,,0,0.0,0,0,0,0,0
31R007,,,,0,0.0,0,0,0,0,0
30Q010,,,,0,0.0,0,0,0,0,0
31R024,,,,0,0.0,0,0,0,0,0
25Q025,,,,0,0.0,0,0,0,0,0
31R027,,,,0,0.0,0,0,0,0,0
31R034,,,,0,0.0,0,0,0,0,0
31R051,,,,0,0.0,0,0,0,0,0
29Q059,,,,0,0.0,0,0,0,0,0
24Q061,,,,0,0.0,0,0,0,0,0
31R061,,,,0,0.0,0,0,0,0,0
18K068,,,,0,0.0,0,0,0,0,0
31R072,,,,0,0.0,0,0,0,0,0
31R075,,,,0,0.0,0,0,0,0,0
24Q093,,,,0,0.0,0,0,0,0,0
21K096,,,,0,0.0,0,0,0,0,0
09X117,,,,0,0.0,0,0,0,0,0
24Q125,,,,0,0.0,0,0,0,0,0
15K136,,,,0,0.0,0,0,0,0,0
30Q141,,,,0,0.0,0,0,0,0,0
30Q145,,,,0,0.0,0,0,0,0,0
19K171,,,,0,0.0,0,0,0,0,0
11X181,,,,0,0.0,0,0,0,0,0
29Q192,,,,0,0.0,0,0,0,0,0
30Q204,,,,0,0.0,0,0,0,0,0
10X206,,,,0,0.0,0,0,0,0,0
18K211,,,,0,0.0,0,0,0,0,0
09X219,,,,0,0.0,0,0,0,0,0
30Q227,,,,0,0.0,0,0,0,0,0
21K228,,,,0,0.0,0,0,0,0,0
09X229,,,,0,0.0,0,0,0,0,0
30Q230,,,,0,0.0,0,0,0,0,0
09X232,,,,0,0.0,0,0,0,0,0
25Q237,,,,0,0.0,0,0,0,0,0
29Q238,,,,0,0.0,0,0,0,0,0
25Q250,,,,0,0.0,0,0,0,0,0
10X254,,,,0,0.0,0,0,0,0,0
21K281,,,,0,0.0,0,0,0,0,0
18K285,,,,0,0.0,0,0,0,0,0
02M289,,,,0,0.0,0,0,0,0,0
21K303,,,,0,0.0,0,0,0,0,0
09X313,,,,0,0.0,0,0,0,0,0
14K318,,,,0,0.0,0,0,0,0,0
09X339,,,,0,0.0,0,0,0,0,0
17K340,,,,0,0.0,0,0,0,0,0
32K347,,,,0,0.0,0,0,0,0,0
32K349,,,,0,0.0,0,0,0,0,0
19K364,,,,0,0.0,0,0,0,0,0
23K392,,,,0,0.0,0,0,0,0,0
31R049,,,,0,0.0,0,0,0,0,0
24Q005,,,,0,0.0,0,0,0,0,0
06M528,,,,0,0.0,0,0,0,0,0
07X584,,,,0,0.0,0,0,0,0,0
24Q073,,,,0,0.0,0,0,0,0,0
21K098,,,,0,0.0,0,0,0,0,0
31R002,,,,0,0.0,0,0,0,0,0
09X303,,,,0,0.0,0,0,0,0,0
12X318,,,,0,0.0,0,0,0,0,0
84X717,,,,0,0.0,0,0,0,0,0
84X378,,,,0,0.0,0,0,0,0,0
84X422,,,,0,0.0,0,0,0,0,0
84X496,,,,0,0.0,0,0,0,0,0
84X538,,,,0,0.0,0,0,0,0,0
84X133,,,,0,0.0,0,0,0,0,0
84X362,,,,0,0.0,0,0,0,0,0
84K785,,,,0,0.0,0,0,0,0,0
10X368,10463,40.87794,-73.9137,0,0.0,15209,14664,15827,15267,15362
02M544,10019,40.76785,-73.9886,0,0.0,3451,3057,2934,2766,2716
30Q502,11101,40.7485,-73.9465,0,0.0,5611,5773,5762,5053,5688
84M433,,,,0,0.0,0,0,0,0,0
03M404,,,,0,0.0,0,0,0,0,0
02M407,10003,40.73267,-73.9826,0,85403.0,3374,3923,3721,3866,3792
29Q243,11411,40.69879,-73.7463,0,0.0,3543,3612,3618,3496,3484
07X334,10454,40.81031,-73.9188,0,0.0,10695,10884,11155,10915,10577
21K337,11214,40.59303,-73.9863,0,0.0,19629,19278,20314,19452,19359
24Q530,11101,40.74325,-73.9333,0,0.0,5611,5773,5762,5053,5688
17K524,11225,40.66981,-73.9607,0,0.0,10174,9657,10247,9790,9665
02M438,10003,40.73536,-73.9871,0,85403.0,3374,3923,3721,3866,3792
24Q236,11373,40.74082,-73.8741,0,0.0,18592,19984,21868,21933,20647
84X347,,,,0,0.0,0,0,0,0,0
10X342,10468,40.86906,-73.8971,0,0.0,21333,20905,22105,21512,20563
84M478,,,,0,0.0,0,0,0,0,0
06M211,10034,40.86556,-73.9255,0,0.0,8140,7918,8152,8052,7338
26Q172,,,,0,0.0,0,0,0,0,0
04M825,,,,0,0.0,0,0,0,0,0
18K563,11203,40.64773,-73.9222,0,0.0,15813,15765,15236,14669,14275
84K927,,,,0,0.0,0,0,0,0,0
75X754,,,,0,0.0,0,0,0,0,0
28Q008,,,,0,0.0,0,0,0,0,0
22K014,,,,0,0.0,0,0,0,0,0
09X022,,,,0,0.0,0,0,0,0,0
14K050,,,,0,0.0,0,0,0,0,0
03M054,,,,0,0.0,0,0,0,0,0
20K062,,,,0,0.0,0,0,0,0,0
26Q067,,,,0,0.0,0,0,0,0,0
26Q074,,,,0,0.0,0,0,0,0,0
22K078,,,,0,0.0,0,0,0,0,0
10X080,,,,0,0.0,0,0,0,0,0
15K088,,,,0,0.0,0,0,0,0,0
12X098,,,,0,0.0,0,0,0,0,0
02M104,,,,0,0.0,0,0,0,0,0
10X118,,,,0,0.0,0,0,0,0,0
08X123,,,,0,0.0,0,0,0,0,0
11X127,,,,0,0.0,0,0,0,0,0
08X131,,,,0,0.0,0,0,0,0,0
06M143,,,,0,0.0,0,0,0,0,0
11X144,,,,0,0.0,0,0,0,0,0
28Q157,,,,0,0.0,0,0,0,0,0
32K162,,,,0,0.0,0,0,0,0,0
02M167,,,,0,0.0,0,0,0,0,0
25Q185,,,,0,0.0,0,0,0,0,0
25Q189,,,,0,0.0,0,0,0,0,0
28Q190,,,,0,0.0,0,0,0,0,0
25Q194,,,,0,0.0,0,0,0,0,0
27Q202,,,,0,0.0,0,0,0,0,0
27Q210,,,,0,0.0,0,0,0,0,0
26Q216,,,,0,0.0,0,0,0,0,0
28Q217,,,,0,0.0,0,0,0,0,0
19K218,,,,0,0.0,0,0,0,0,0
20K220,,,,0,0.0,0,0,0,0,0
20K223,,,,0,0.0,0,0,0,0,0
27Q226,,,,0,0.0,0,0,0,0,0
20K227,,,,0,0.0,0,0,0,0,0
22K234,,,,0,0.0,0,0,0,0,0
20K259,,,,0,0.0,0,0,0,0,0
22K278,,,,0,0.0,0,0,0,0,0
32K291,,,,0,0.0,0,0,0,0,0
19K292,,,,0,0.0,0,0,0,0,0
32K383,,,,0,0.0,0,0,0,0,0
02M529,10036,40.75763,-73.9835,0,0.0,2074,1861,2097,2108,2119
28Q312,,,,0,0.0,0,0,0,0,0
28Q350,11432,40.71455,-73.7987,0,0.0,13444,13662,14054,13440,13626
02M313,,,,0,0.0,0,0,0,0,0
22K425,11229,40.6105,-73.9477,0,0.0,17889,17875,19552,17901,17948
04M057,,,,0,0.0,0,0,0,0,0
29Q109,,,,0,0.0,0,0,0,0,0
07X379,,,,0,0.0,0,0,0,0,0
27Q480,11417,40.68007,-73.8386,0,0.0,6901,7257,8292,7428,6745
25Q425,11367,40.73745,-73.8238,0,0.0,10127,9832,9969,10615,10170
21K540,11223,40.58807,-73.9819,0,0.0,20877,20789,21836,21509,21810
14K126,,,,0,0.0,0,0,0,0,0
75Q721,,,,0,0.0,0,0,0,0,0
15K462,11215,40.66926,-73.9786,0,0.0,15164,15260,16437,16175,15342
84M707,,,,0,0.0,0,0,0,0,0
84R067,,,,0,0.0,0,0,0,0,0
10X228,,,,0,0.0,0,0,0,0,0
24Q077,,,,0,0.0,0,0,0,0,0
14K071,11206,40.704,-73.9533,0,0.0,24976,24502,25763,24655,24192
09X215,,,,0,0.0,0,0,0,0,0
12X316,,,,0,0.0,0,0,0,0,0
23K518,,,,0,0.0,0,0,0,0,0
84K912,,,,0,0.0,0,0,0,0,0
15K592,11217,40.68615,-73.9798,0,0.0,7473,8190,7937,8135,7772
84K608,,,,0,0.0,0,0,0,0,0
21K468,11214,40.59303,-73.9863,0,0.0,19629,19278,20314,19452,19359
10X268,10468,40.86906,-73.8971,0,0.0,21333,20905,22105,21512,20563
84X704,,,,0,0.0,0,0,0,0,0
84K357,,,,0,0.0,0,0,0,0,0
84M389,,,,0,0.0,0,0,0,0,0
84X616,,,,0,0.0,0,0,0,0,0
84X617,,,,0,0.0,0,0,0,0,0
84X598,,,,0,0.0,0,0,0,0,0
84M336,,,,0,0.0,0,0,0,0,0
84M068,,,,0,0.0,0,0,0,0,0
84M726,,,,0,0.0,0,0,0,0,0
10X374,10458,40.85947,-73.8886,0,0.0,23389,23063,23286,21249,19679
27Q282,,,,0,0.0,0,0,0,0,0
18K569,11203,40.64773,-73.9222,0,0.0,15813,15765,15236,14669,14275
84K649,,,,0,0.0,0,0,0,0,0
03M256,,,,0,0.0,0,0,0,0,0
84K956,,,,0,0.0,0,0,0,0,0
02M419,10011,40.74341,-74.0025,0,0.0,4552,4491,4879,4793,4471
84K360,,,,0,0.0,0,0,0,0,0
21K572,11214,40.59303,-73.9863,0,0.0,19629,19278,20314,19452,19359
84X345,,,,0,0.0,0,0,0,0,0
11X370,,,,0,0.0,0,0,0,0,0
02M425,10006,40.70897,-74.0125,0,0.0,338,342,351,319,301
84K517,,,,0,0.0,0,0,0,0,0
84K711,,,,0,0.0,0,0,0,0,0
84K724,,,,0,0.0,0,0,0,0,0
84K775,,,,0,0.0,0,0,0,0,0
24Q305,,,,0,0.0,0,0,0,0,0
07X533,,,,0,0.0,0,0,0,0,0
84K930,,,,0,0.0,0,0,0,0,0
84X585,,,,0,0.0,0,0,0,0,0
19K907,,,,0,0.0,0,0,0,0,0
22K535,11235,40.57836,-73.9344,0,0.0,14390,13781,15047,14176,13916
21K728,11224,40.57698,-73.9854,0,0.0,9028,8524,9547,9410,10555
19K662,,,,0,0.0,0,0,0,0,0
02M550,,,,0,0.0,0,0,0,0,0
21K559,11214,40.59303,-73.9863,0,0.0,19629,19278,20314,19452,19359
27Q106,,,,0,0.0,0,0,0,0,0
11X567,,,,0,0.0,0,0,0,0,0
84R070,,,,0,0.0,0,0,0,0,0
30Q450,11106,40.76588,-73.9339,0,0.0,5442,5452,6062,5964,6246
08X530,10459,40.81774,-73.8979,0,0.0,12847,12566,13486,13671,13864
01M515,,,,0,0.0,0,0,0,0,0
02M308,10002,40.71733,-73.9893,0,272414.0,9477,9733,10321,10028,10121
02M896,,,,0,0.0,0,0,0,0,0
09X311,,,,0,0.0,0,0,0,0,0
10X307,,,,0,0.0,0,0,0,0,0
14K586,11206,40.70977,-73.9445,0,0.0,24976,24502,25763,24655,24192
16K035,,,,0,0.0,0,0,0,0,0
27Q053,,,,0,0.0,0,0,0,0,0
17K061,,,,0,0.0,0,0,0,0,0
13K113,,,,0,0.0,0,0,0,0,0
12X129,,,,0,0.0,0,0,0,0,0
02M131,,,,0,0.0,0,0,0,0,0
27Q137,,,,0,0.0,0,0,0,0,0
26Q158,,,,0,0.0,0,0,0,0,0
11X180,,,,0,0.0,0,0,0,0,0
04M224,,,,0,0.0,0,0,0,0,0
03M243,,,,0,0.0,0,0,0,0,0
17K246,,,,0,0.0,0,0,0,0,0
03M250,,,,0,0.0,0,0,0,0,0
02M255,,,,0,0.0,0,0,0,0,0
16K267,,,,0,0.0,0,0,0,0,0
02M297,,,,0,0.0,0,0,0,0,0
08X301,,,,0,0.0,0,0,0,0,0
08X302,,,,0,0.0,0,0,0,0,0
06M319,,,,0,0.0,0,0,0,0,0
06M324,,,,0,0.0,0,0,0,0,0
28Q358,,,,0,0.0,0,0,0,0,0
10X390,,,,0,0.0,0,0,0,0,0
15K442,,,,0,0.0,0,0,0,0,0
15K051,,,,0,0.0,0,0,0,0,0
14K582,,,,0,0.0,0,0,0,0,0
15K839,,,,0,0.0,0,0,0,0,0
22K890,,,,0,0.0,0,0,0,0,0
19K935,,,,0,0.0,0,0,0,0,0
13K266,,,,0,0.0,0,0,0,0,0
17K394,,,,0,0.0,0,0,0,0,0
03M245,,,,0,0.0,0,0,0,0,0
03M247,,,,0,0.0,0,0,0,0,0
08X101,,,,0,0.0,0,0,0,0,0
16K681,,,,0,0.0,0,0,0,0,0
15K010,,,,0,0.0,0,0,0,0,0
03M541,10023,40.77489,-73.9856,0,0.0,8483,8579,9261,9257,9970
02M427,10016,40.74651,-73.9811,0,0.0,3912,4717,5246,4859,4745
02M542,10019,40.76547,-73.9927,0,0.0,3451,3057,2934,2766,2716
02M392,10011,40.74341,-74.0025,0,0.0,4552,4491,4879,4793,4471
04M435,10029,40.79418,-73.9329,0,0.0,15698,14415,14207,13641,14093
84M320,,,,0,0.0,0,0,0,0,0
84M080,,,,0,0.0,0,0,0,0,0
02M575,,,,0,0.0,0,0,0,0,0
02M280,10038,40.71144,-74.0009,0,0.0,3030,3774,3363,3172,3327
02M459,10065,40.76564,-73.9598,0,0.0,4258,4775,5155,5136,5075
75M751,,,,0,0.0,0,0,0,0,0
02M439,10010,40.74196,-73.992,0,0.0,4563,4603,4318,4414,4066
10X477,10463,40.87738,-73.9127,0,0.0,15209,14664,15827,15267,15362
21K239,,,,0,0.0,0,0,0,0,0
31R063,,,,0,0.0,0,0,0,0,0
26Q435,11427,40.73389,-73.7397,0,0.0,5194,5111,5174,4988,4460
24Q585,11373,40.7291,-73.8879,0,0.0,18592,19984,21868,21933,20647
84K733,,,,0,0.0,0,0,0,0,0
29Q492,11411,40.69879,-73.7463,0,0.0,3543,3612,3618,3496,3484
17K590,11225,40.66679,-73.9518,0,0.0,10174,9657,10247,9790,9665
84Q704,,,,0,0.0,0,0,0,0,0
23K647,11212,40.65564,-73.9067,0,0.0,16247,15904,17099,19387,21853
28Q167,11375,40.70843,-73.8555,0,0.0,13664,13015,14100,13563,14206
12X248,10459,40.82754,-73.8969,0,0.0,12847,12566,13486,13671,13864
24Q520,11101,40.74325,-73.9333,0,0.0,5611,5773,5762,5053,5688
06M322,,,,0,0.0,0,0,0,0,0
18K588,,,,0,0.0,0,0,0,0,0
84Q298,,,,0,0.0,0,0,0,0,0
22K405,11210,40.63283,-73.9524,0,0.0,16731,15438,16231,14836,13922
08X312,10473,40.82122,-73.8559,0,0.0,15052,14306,14139,13602,12983
15K684,11215,40.66926,-73.9786,0,0.0,15164,15260,16437,16175,15342
02M418,10004,40.7047,-74.0112,0,0.0,382,244,990,840,776
10X007,,,,0,0.0,0,0,0,0,0
09X297,10456,40.82746,-73.9039,0,0.0,25983,24695,24654,23966,24039
24Q331,,,,0,0.0,0,0,0,0,0
04M375,,,,0,0.0,0,0,0,0,0
23K671,,,,0,0.0,0,0,0,0,0
09X252,10457,40.83951,-73.9018,0,0.0,22636,23171,24307,23525,22466
84X177,,,,0,0.0,0,0,0,0,0
08X467,,,,0,0.0,0,0,0,0,0
05M304,10030,40.81723,-73.9472,0,0.0,6092,5908,6376,5793,5977
03M862,,,,0,0.0,0,0,0,0,0
09X128,,,,0,0.0,0,0,0,0,0
23K522,,,,0,0.0,0,0,0,0,0
12X242,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
84X394,,,,0,0.0,0,0,0,0,0
07X557,,,,0,0.0,0,0,0,0,0
07X473,10455,40.81804,-73.9116,0,0.0,12201,11492,12183,12476,11376
09X555,,,,0,0.0,0,0,0,0,0
20K936,,,,0,0.0,0,0,0,0,0
19K583,11208,40.693,-73.8693,0,0.0,27510,27624,29442,28716,28382
02M432,10016,40.74651,-73.9811,0,0.0,3912,4717,5246,4859,4745
02M520,10038,40.71144,-74.0009,0,0.0,3030,3774,3363,3172,3327
06M314,,,,0,0.0,0,0,0,0,0
02M412,10011,40.74251,-74.0022,0,0.0,4552,4491,4879,4793,4471
02M414,10011,40.74251,-74.0022,0,0.0,4552,4491,4879,4793,4471
31R009,,,,0,0.0,0,0,0,0,0
84M100,,,,0,0.0,0,0,0,0,0
84X623,,,,0,0.0,0,0,0,0,0
01M363,,,,0,0.0,0,0,0,0,0
16K765,11213,40.67848,-73.9316,0,0.0,15552,14948,15665,16216,16175
24Q419,,,,0,0.0,0,0,0,0,0
84K736,,,,0,0.0,0,0,0,0,0
17K532,,,,0,0.0,0,0,0,0,0
84K486,,,,0,0.0,0,0,0,0,0
84Q388,,,,0,0.0,0,0,0,0,0
02M543,10002,40.71733,-73.9893,0,272414.0,9477,9733,10321,10028,10121
05M514,,,,0,0.0,0,0,0,0,0
09X350,10457,40.83931,-73.9114,0,0.0,22636,23171,24307,23525,22466
31R440,10306,40.57091,-74.1059,0,0.0,10110,11081,11777,11984,12200
01M539,10002,40.71942,-73.9796,0,272414.0,9477,9733,10321,10028,10121
84M353,,,,0,0.0,0,0,0,0,0
17K722,,,,0,0.0,0,0,0,0,0
09X328,,,,0,0.0,0,0,0,0,0
09X594,,,,0,0.0,0,0,0,0,0
20K445,11214,40.61304,-74.0023,0,0.0,19629,19278,20314,19452,19359
84R012,,,,0,0.0,0,0,0,0,0
84K395,,,,0,0.0,0,0,0,0,0
84X200,,,,0,0.0,0,0,0,0,0
84K738,,,,0,0.0,0,0,0,0,0
84Q320,,,,0,0.0,0,0,0,0,0
84X202,,,,0,0.0,0,0,0,0,0
84X539,,,,0,0.0,0,0,0,0,0
84K739,,,,0,0.0,0,0,0,0,0
84Q373,,,,0,0.0,0,0,0,0,0
84X208,,,,0,0.0,0,0,0,0,0
84X553,,,,0,0.0,0,0,0,0,0
15K443,,,,0,0.0,0,0,0,0,0
11X513,10466,40.88824,-73.8527,0,0.0,17073,16360,17106,16866,18278
84R073,,,,0,0.0,0,0,0,0,0
27Q306,,,,0,0.0,0,0,0,0,0
84M263,,,,0,0.0,0,0,0,0,0
02M312,,,,0,0.0,0,0,0,0,0
84M483,,,,0,0.0,0,0,0,0,0
30Q555,11101,40.75184,-73.9366,0,0.0,5611,5773,5762,5053,5688
24Q455,11373,40.74082,-73.8741,0,0.0,18592,19984,21868,21933,20647
17K006,,,,0,0.0,0,0,0,0,0
11X287,,,,0,0.0,0,0,0,0,0
25Q792,,,,0,0.0,0,0,0,0,0
84K693,,,,0,0.0,0,0,0,0,0
84X461,,,,0,0.0,0,0,0,0,0
84X587,,,,0,0.0,0,0,0,0,0
84M337,,,,0,0.0,0,0,0,0,0
84X395,,,,0,0.0,0,0,0,0,0
02M376,10013,40.72463,-74.0051,0,0.0,4780,4440,4259,4145,3789
84K777,,,,0,0.0,0,0,0,0,0
18K635,,,,0,0.0,0,0,0,0,0
11X529,,,,0,0.0,0,0,0,0,0
84M279,,,,0,0.0,0,0,0,0,0
01M292,10002,40.71336,-73.9861,0,272414.0,9477,9733,10321,10028,10121
22K611,11235,40.59316,-73.9366,0,0.0,14390,13781,15047,14176,13916
84Q706,,,,0,0.0,0,0,0,0,0
84Q386,,,,0,0.0,0,0,0,0,0
84Q418,,,,0,0.0,0,0,0,0,0
27Q062,,,,0,0.0,0,0,0,0,0
32K384,,,,0,0.0,0,0,0,0,0
