DBN,Zip_Code,Lat,Lon,Private_School_Count,Planned_Housing_Units,School_Age_Pop_2019,School_Age_Pop_2020,School_Age_Pop_2021,School_Age_Pop_2022,School_Age_Pop_2023
75M721,,,,0,0.0,0,0,0,0,0
75M811,,,,0,0.0,0,0,0,0,0
75Q004,,,,0,0.0,0,0,0,0,0
24Q016,,,,0,0.0,0,0,0,0,0
75Q023,,,,0,0.0,0,0,0,0,0
28Q086,,,,0,0.0,0,0,0,0,0
75Q177,,,,0,0.0,0,0,0,0,0
30Q222,,,,0,0.0,0,0,0,0,0
75Q224,,,,0,0.0,0,0,0,0,0
75Q233,,,,0,0.0,0,0,0,0,0
75Q255,,,,0,0.0,0,0,0,0,0
75Q256,,,,0,0.0,0,0,0,0,0
75Q811,,,,0,0.0,0,0,0,0,0
75Q993,,,,0,0.0,0,0,0,0,0
75R373,,,,0,0.0,0,0,0,0,0
75X010,,,,0,0.0,0,0,0,0,0
75X012,,,,0,0.0,0,0,0,0,0
08X014,,,,0,0.0,0,0,0,0,0
10X015,,,,0,0.0,0,0,0,0,0
75X017,,,,0,0.0,0,0,0,0,0
10X037,,,,0,0.0,0,0,0,0,0
09X088,,,,0,0.0,0,0,0,0,0
09X114,,,,0,0.0,0,0,0,0,0
08X140,,,,0,0.0,0,0,0,0,0
75X176,,,,0,0.0,0,0,0,0,0
75X188,,,,0,0.0,0,0,0,0,0
75X596,,,,0,0.0,0,0,0,0,0
75X721,,,,0,0.0,0,0,0,0,0
75X811,,,,0,0.0,0,0,0,0,0
23K155,,,,0,0.0,0,0,0,0,0
26Q178,,,,0,0.0,0,0,0,0,0
32K045,,,,0,0.0,0,0,0,0,0
24Q087,,,,0,0.0,0,0,0,0,0
20K104,,,,0,0.0,0,0,0,0,0
24Q113,,,,0,0.0,0,0,0,0,0
29Q116,,,,0,0.0,0,0,0,0,0
24Q119,,,,0,0.0,0,0,0,0,0
23K137,,,,0,0.0,0,0,0,0,0
14K157,,,,0,0.0,0,0,0,0,0
06M187,,,,0,0.0,0,0,0,0,0
29Q208,,,,0,0.0,0,0,0,0,0
06M210,,,,0,0.0,0,0,0,0,0
02M217,,,,0,0.0,0,0,0,0,0
09X218,,,,0,0.0,0,0,0,0,0
07X224,,,,0,0.0,0,0,0,0,0
26Q266,,,,0,0.0,0,0,0,0,0
29Q268,,,,0,0.0,0,0,0,0,0
29Q295,,,,0,0.0,0,0,0,0,0
20K030,,,,0,0.0,0,0,0,0,0
23K323,,,,0,0.0,0,0,0,0,0
10X054,,,,0,0.0,0,0,0,0,0
30Q078,,,,0,0.0,0,0,0,0,0
27Q042,,,,0,0.0,0,0,0,0,0
09X004,,,,0,0.0,0,0,0,0,0
07X029,,,,0,0.0,0,0,0,0,0
07X031,,,,0,0.0,0,0,0,0,0
27Q114,,,,0,0.0,0,0,0,0,0
11X498,,,,0,0.0,0,0,0,0,0
29Q138,,,,0,0.0,0,0,0,0,0
29Q147,,,,0,0.0,0,0,0,0,0
11X194,,,,0,0.0,0,0,0,0,0
25Q200,,,,0,0.0,0,0,0,0,0
10X280,,,,0,0.0,0,0,0,0,0
75X186,,,,0,0.0,0,0,0,0,0
02M298,10002,40.71623,-73.9936,0,272414.0,9477,9733,10321,10028,10121
24Q296,11373,40.74323,-73.8715,0,0.0,18592,19984,21868,21933,20647
12X388,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
04M495,10029,40.79019,-73.9441,0,0.0,15698,14415,14207,13641,14093
15K464,11215,40.66926,-73.9786,0,0.0,15164,15260,16437,16175,15342
17K002,,,,0,0.0,0,0,0,0,0
79X695,,,,0,0.0,0,0,0,0,0
29Q259,11412,40.70599,-73.7529,0,0.0,7609,7340,8159,7946,8484
17K122,11213,40.67591,-73.9393,0,0.0,15552,14948,15665,16216,16175
79Q950,,,,0,0.0,0,0,0,0,0
06M278,,,,0,0.0,0,0,0,0,0
84K651,,,,0,0.0,0,0,0,0,0
11X468,,,,0,0.0,0,0,0,0,0
11X566,,,,0,0.0,0,0,0,0,0
08X320,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
11X542,10469,40.86044,-73.8607,0,0.0,15217,14965,16427,15948,15741
84Q170,,,,0,0.0,0,0,0,0,0
19K507,11207,40.66687,-73.8951,0,0.0,20716,21588,23752,21806,20433
84X185,,,,0,0.0,0,0,0,0,0
24Q307,,,,0,0.0,0,0,0,0,0
31R445,10302,40.63556,-74.1419,0,0.0,4355,4417,4575,4407,4806
31R068,,,,0,0.0,0,0,0,0,0
15K863,,,,0,0.0,0,0,0,0,0
29Q283,11413,40.66903,-73.7577,0,0.0,8786,8475,9381,9026,9405
22K630,11235,40.59316,-73.9366,0,0.0,14390,13781,15047,14176,13916
02M408,10036,40.76133,-73.9887,0,0.0,2074,1861,2097,2108,2119
06M178,,,,0,0.0,0,0,0,0,0
14K474,11211,40.71113,-73.9389,0,0.0,25215,26359,13969,13921,13524
10X319,,,,0,0.0,0,0,0,0,0
28Q080,,,,0,0.0,0,0,0,0,0
10X020,,,,0,0.0,0,0,0,0,0
30Q280,,,,0,0.0,0,0,0,0,0
13K009,,,,0,0.0,0,0,0,0,0
08X562,,,,0,0.0,0,0,0,0,0
25Q540,,,,0,0.0,0,0,0,0,0
28Q310,11432,40.71455,-73.7987,0,0.0,13444,13662,14054,13440,13626
27Q316,,,,0,0.0,0,0,0,0,0
28Q680,11432,40.71803,-73.8059,0,0.0,13444,13662,14054,13440,13626
27Q302,11691,40.60154,-73.764,0,0.0,20928,20909,22035,20933,19479
25Q241,11354,40.76489,-73.8268,0,0.0,8492,7965,7791,7283,7109
28Q687,11433,40.70088,-73.7984,0,0.0,9008,8571,10640,9581,9527
26Q566,11426,40.7442,-73.7288,0,0.0,4533,4450,4085,3471,3652
28Q686,11375,40.70843,-73.8555,0,0.0,13664,13015,14100,13563,14206
29Q248,11413,40.66903,-73.7577,0,0.0,8786,8475,9381,9026,9405
28Q338,,,,0,0.0,0,0,0,0,0
25Q252,11366,40.7242,-73.8094,0,0.0,2899,2702,2631,2535,2368
24Q600,11101,40.74166,-73.928,0,0.0,5611,5773,5762,5053,5688
75Q752,,,,0,0.0,0,0,0,0,0
29Q289,,,,0,0.0,0,0,0,0,0
02M422,10011,40.74341,-74.0025,0,0.0,4552,4491,4879,4793,4471
21K344,11224,40.58252,-73.972,0,0.0,9028,8524,9547,9410,10555
20K170,,,,0,0.0,0,0,0,0,0
31R600,10301,40.64282,-74.0793,0,0.0,7807,7902,7625,8349,8721
15K676,,,,0,0.0,0,0,0,0,0
28Q332,,,,0,0.0,0,0,0,0,0
84Q705,,,,0,0.0,0,0,0,0,0
84Q414,,,,0,0.0,0,0,0,0,0
08X293,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
04M377,,,,0,0.0,0,0,0,0,0
02M531,10036,40.75609,-73.9844,0,0.0,2074,1861,2097,2108,2119
16K669,,,,0,0.0,0,0,0,0,0
79M973,,,,0,0.0,0,0,0,0,0
13K301,,,,0,0.0,0,0,0,0,0
02M580,10004,40.70569,-74.0133,0,0.0,382,244,990,840,776
27Q475,11418,40.69517,-73.8338,0,0.0,8975,8677,8312,8383,7994
84R083,,,,0,0.0,0,0,0,0,0
04M037,,,,0,0.0,0,0,0,0,0
10X141,10463,40.88741,-73.9141,0,0.0,15209,14664,15827,15267,15362
23K446,,,,0,0.0,0,0,0,0,0
23K668,,,,0,0.0,0,0,0,0,0
84Q341,,,,0,0.0,0,0,0,0,0
75Q075,,,,0,0.0,0,0,0,0,0
25Q670,11366,40.72528,-73.8114,0,0.0,2899,2702,2631,2535,2368
24Q560,11101,40.74222,-73.9364,0,0.0,5611,5773,5762,5053,5688
27Q308,11417,40.67091,-73.846,0,0.0,6901,7257,8292,7428,6745
84Q342,,,,0,0.0,0,0,0,0,0
27Q351,11694,40.58601,-73.8253,0,0.0,4075,4453,4633,4844,4923
27Q324,11694,40.58601,-73.8253,0,0.0,4075,4453,4633,4844,4923
17K484,,,,0,0.0,0,0,0,0,0
84X486,,,,0,0.0,0,0,0,0,0
10X535,,,,0,0.0,0,0,0,0,0
12X458,,,,0,0.0,0,0,0,0,0
02M570,,,,0,0.0,0,0,0,0,0
27Q323,11694,40.58454,-73.8252,0,0.0,4075,4453,4633,4844,4923
19K683,11208,40.67002,-73.8745,0,0.0,27510,27624,29442,28716,28382
79M645,,,,0,0.0,0,0,0,0,0
10X386,,,,0,0.0,0,0,0,0,0
09X404,10456,40.82746,-73.9039,0,0.0,25983,24695,24654,23966,24039
01M378,,,,0,0.0,0,0,0,0,0
17K531,11203,40.65867,-73.9438,0,0.0,15813,15765,15236,14669,14275
84M295,,,,0,0.0,0,0,0,0,0
05M371,,,,0,0.0,0,0,0,0,0
20K971,,,,0,0.0,0,0,0,0,0
12X217,,,,0,0.0,0,0,0,0,0
22K152,,,,0,0.0,0,0,0,0,0
19K663,,,,0,0.0,0,0,0,0,0
02M413,10010,40.73912,-73.9853,0,0.0,4563,4603,4318,4414,4066
08X348,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
09X454,,,,0,0.0,0,0,0,0,0
13K419,11201,40.69733,-73.9845,0,0.0,10847,11509,12569,12300,11344
17K543,11226,40.6496,-73.9572,0,0.0,22108,20534,19770,18944,18479
09X457,,,,0,0.0,0,0,0,0,0
75K396,,,,0,0.0,0,0,0,0,0
84M702,,,,0,0.0,0,0,0,0,0
02M340,,,,0,0.0,0,0,0,0,0
08X448,,,,0,0.0,0,0,0,0,0
07X296,,,,0,0.0,0,0,0,0,0
84X309,,,,0,0.0,0,0,0,0,0
84X346,,,,0,0.0,0,0,0,0,0
84X364,,,,0,0.0,0,0,0,0,0
84X489,,,,0,0.0,0,0,0,0,0
84X588,,,,0,0.0,0,0,0,0,0
84X581,,,,0,0.0,0,0,0,0,0
84X492,,,,0,0.0,0,0,0,0,0
09X593,,,,0,0.0,0,0,0,0,0
07X221,10454,40.81361,-73.9209,0,0.0,10695,10884,11155,10915,10577
15K698,,,,0,0.0,0,0,0,0,0
75R025,,,,0,0.0,0,0,0,0,0
31R058,,,,0,0.0,0,0,0,0,0
03M859,10023,40.77526,-73.983,0,0.0,8483,8579,9261,9257,9970
19K422,11208,,,0,0.0,27510,27624,29442,28716,28382
02M397,,,,0,0.0,0,0,0,0,0
84M388,,,,0,0.0,0,0,0,0,0
84R088,,,,0,0.0,0,0,0,0,0
31R861,,,,0,0.0,0,0,0,0,0
31R605,10306,40.5683,-74.1171,0,0.0,10110,11081,11777,11984,12200
03M241,,,,0,0.0,0,0,0,0,0
02M139,10019,40.76366,-73.9903,0,0.0,3451,3057,2934,2766,2716
84X497,,,,0,0.0,0,0,0,0,0
84M383,,,,0,0.0,0,0,0,0,0
02M475,10282,40.71803,-74.0139,0,0.0,1926,1841,1893,1825,1571
84K367,,,,0,0.0,0,0,0,0,0
84K125,,,,0,0.0,0,0,0,0,0
84K883,,,,0,0.0,0,0,0,0,0
84K772,,,,0,0.0,0,0,0,0,0
84K781,,,,0,0.0,0,0,0,0,0
84X493,,,,0,0.0,0,0,0,0,0
84X494,,,,0,0.0,0,0,0,0,0
84X380,,,,0,0.0,0,0,0,0,0
84X464,,,,0,0.0,0,0,0,0,0
84K882,,,,0,0.0,0,0,0,0,0
84K129,,,,0,0.0,0,0,0,0,0
84K741,,,,0,0.0,0,0,0,0,0
84Q375,,,,0,0.0,0,0,0,0,0
84K886,,,,0,0.0,0,0,0,0,0
84K752,,,,0,0.0,0,0,0,0,0
84M351,,,,0,0.0,0,0,0,0,0
84M384,,,,0,0.0,0,0,0,0,0
84M385,,,,0,0.0,0,0,0,0,0
84M386,,,,0,0.0,0,0,0,0,0
84M482,,,,0,0.0,0,0,0,0,0
84M357,,,,0,0.0,0,0,0,0,0
84M170,,,,0,0.0,0,0,0,0,0
84M358,,,,0,0.0,0,0,0,0,0
84K756,,,,0,0.0,0,0,0,0,0
84Q337,,,,0,0.0,0,0,0,0,0
84Q374,,,,0,0.0,0,0,0,0,0
84Q339,,,,0,0.0,0,0,0,0,0
84M174,,,,0,0.0,0,0,0,0,0
84M523,,,,0,0.0,0,0,0,0,0
84M265,,,,0,0.0,0,0,0,0,0
84K182,,,,0,0.0,0,0,0,0,0
84X637,,,,0,0.0,0,0,0,0,0
84X638,,,,0,0.0,0,0,0,0,0
84K730,,,,0,0.0,0,0,0,0,0
15K516,,,,0,0.0,0,0,0,0,0
15K667,11232,40.65558,-74.0043,0,0.0,5402,5506,5940,5620,4951
15K821,,,,0,0.0,0,0,0,0,0
20K939,,,,0,0.0,0,0,0,0,0
31R460,10314,40.58899,-74.1308,0,0.0,19428,19163,19965,20137,19404
04M012,,,,0,0.0,0,0,0,0,0
02M519,10065,40.76564,-73.9598,0,0.0,4258,4775,5155,5136,5075
05M517,,,,0,0.0,0,0,0,0,0
23K697,11212,40.66557,-73.9121,0,0.0,16247,15904,17099,19387,21853
30Q300,,,,0,0.0,0,0,0,0,0
02M347,,,,0,0.0,0,0,0,0,0
28Q303,,,,0,0.0,0,0,0,0,0
20K682,,,,0,0.0,0,0,0,0,0
32K552,11237,40.69646,-73.9118,0,0.0,10015,8573,8769,7496,6454
25Q244,,,,0,0.0,0,0,0,0,0
03M334,,,,0,0.0,0,0,0,0,0
10X391,,,,0,0.0,0,0,0,0,0
31R053,,,,0,0.0,0,0,0,0,0
29Q135,,,,0,0.0,0,0,0,0,0
04M182,,,,0,0.0,0,0,0,0,0
15K497,11201,40.68501,-73.9933,0,0.0,10847,11509,12569,12300,11344
10X445,10468,40.87996,-73.889,0,0.0,21333,20905,22105,21512,20563
08X375,,,,0,0.0,0,0,0,0,0
75X469,,,,0,0.0,0,0,0,0,0
10X331,,,,0,0.0,0,0,0,0,0
10X051,,,,0,0.0,0,0,0,0,0
11X514,10466,40.88824,-73.8527,0,0.0,17073,16360,17106,16866,18278
16K688,11221,40.69147,-73.9323,0,0.0,16185,16512,16496,15769,15454
16K898,,,,0,0.0,0,0,0,0,0
15K146,,,,0,0.0,0,0,0,0,0
32K168,11237,40.69646,-73.9118,0,0.0,10015,8573,8769,7496,6454
32K549,11237,40.69646,-73.9118,0,0.0,10015,8573,8769,7496,6454
24Q343,,,,0,0.0,0,0,0,0,0
01M361,,,,0,0.0,0,0,0,0,0
20K187,,,,0,0.0,0,0,0,0,0
12X478,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
26Q390,,,,0,0.0,0,0,0,0,0
02M260,10003,40.73653,-73.9927,0,85403.0,3374,3923,3721,3866,3792
06M462,10040,40.85653,-73.9261,0,0.0,7895,8175,8043,7658,6566
75R037,,,,0,0.0,0,0,0,0,0
08X119,,,,0,0.0,0,0,0,0,0
31R028,,,,0,0.0,0,0,0,0,0
19K953,,,,0,0.0,0,0,0,0,0
01M315,,,,0,0.0,0,0,0,0,0
28Q287,,,,0,0.0,0,0,0,0,0
13K008,,,,0,0.0,0,0,0,0,0
84X488,,,,0,0.0,0,0,0,0,0
84M430,,,,0,0.0,0,0,0,0,0
28Q335,,,,0,0.0,0,0,0,0,0
09X443,,,,0,0.0,0,0,0,0,0
19K325,,,,0,0.0,0,0,0,0,0
03M403,10024,40.78613,-73.9745,0,0.0,9713,10381,11941,11023,10463
29Q270,,,,0,0.0,0,0,0,0,0
23K284,,,,0,0.0,0,0,0,0,0
31R059,,,,0,0.0,0,0,0,0,0
30Q398,,,,0,0.0,0,0,0,0,0
02M655,10128,40.78329,-73.9459,0,0.0,8612,8020,7882,7684,7953
14K478,11211,40.71113,-73.9389,0,0.0,25215,26359,13969,13921,13524
17K528,11225,40.66981,-73.9607,0,0.0,10174,9657,10247,9790,9665
02M399,10003,40.73536,-73.9871,0,85403.0,3374,3923,3721,3866,3792
02M600,10011,40.74568,-73.9964,0,0.0,4552,4491,4879,4793,4471
09X361,,,,0,0.0,0,0,0,0,0
30Q228,,,,0,0.0,0,0,0,0,0
26Q115,,,,0,0.0,0,0,0,0,0
28Q354,,,,0,0.0,0,0,0,0,0
22K853,,,,0,0.0,0,0,0,0,0
04M310,,,,0,0.0,0,0,0,0,0
79M331,,,,0,0.0,0,0,0,0,0
31R062,,,,0,0.0,0,0,0,0,0
07X223,10454,40.81361,-73.9209,0,0.0,10695,10884,11155,10915,10577
04M072,,,,0,0.0,0,0,0,0,0
15K767,,,,0,0.0,0,0,0,0,0
03M185,,,,0,0.0,0,0,0,0,0
08X333,,,,0,0.0,0,0,0,0,0
20K201,,,,0,0.0,0,0,0,0,0
10X237,10463,40.87564,-73.9016,0,0.0,15209,14664,15827,15267,15362
15K447,,,,0,0.0,0,0,0,0,0
11X483,,,,0,0.0,0,0,0,0,0
15K118,,,,0,0.0,0,0,0,0,0
03M299,10023,40.77489,-73.9856,0,0.0,8483,8579,9261,9257,9970
12X521,10472,40.83251,-73.8782,0,0.0,18638,18387,18019,17006,17200
31R080,10301,40.60764,-74.1059,0,0.0,7807,7902,7625,8349,8721
18K581,,,,0,0.0,0,0,0,0,0
06M223,,,,0,0.0,0,0,0,0,0
09X274,,,,0,0.0,0,0,0,0,0
10X244,,,,0,0.0,0,0,0,0,0
02M343,,,,0,0.0,0,0,0,0,0
25Q499,,,,0,0.0,0,0,0,0,0
28Q349,,,,0,0.0,0,0,0,0,0
27Q253,,,,0,0.0,0,0,0,0,0
75R721,,,,0,0.0,0,0,0,0,0
31R066,,,,0,0.0,0,0,0,0,0
02M281,,,,0,0.0,0,0,0,0,0
03M191,,,,0,0.0,0,0,0,0,0
75Q277,,,,0,0.0,0,0,0,0,0
20K310,,,,0,0.0,0,0,0,0,0
08X337,,,,0,0.0,0,0,0,0,0
15K896,,,,0,0.0,0,0,0,0,0
17K354,,,,0,0.0,0,0,0,0,0
12X300,,,,0,0.0,0,0,0,0,0
18K366,,,,0,0.0,0,0,0,0,0
20K180,,,,0,0.0,0,0,0,0,0
01M063,,,,0,0.0,0,0,0,0,0
11X481,,,,0,0.0,0,0,0,0,0
31R041,,,,0,0.0,0,0,0,0,0
07X551,10451,40.81368,-73.926,0,0.0,12321,12131,11998,12642,11031
19K764,11208,40.693,-73.8693,0,0.0,27510,27624,29442,28716,28382
02M135,10038,40.71144,-74.0009,0,0.0,3030,3774,3363,3172,3327
05M157,10035,40.80702,-73.9387,0,0.0,6622,7310,7988,8206,8113
03M402,10024,40.78613,-73.9745,0,0.0,9713,10381,11941,11023,10463
13K483,11201,40.69463,-73.9883,0,0.0,10847,11509,12569,12300,11344
13K351,,,,0,0.0,0,0,0,0,0
75X352,,,,0,0.0,0,0,0,0,0
09X294,,,,0,0.0,0,0,0,0,0
31R084,,,,0,0.0,0,0,0,0,0
06M368,,,,0,0.0,0,0,0,0,0
14K454,11206,40.70977,-73.9445,0,0.0,24976,24502,25763,24655,24192
15K154,,,,0,0.0,0,0,0,0,0
30Q361,,,,0,0.0,0,0,0,0,0
31R085,,,,0,0.0,0,0,0,0,0
10X225,10457,40.85426,-73.8974,0,0.0,22636,23171,24307,23525,22466
28Q620,11432,40.71607,-73.7997,0,0.0,13444,13662,14054,13440,13626
10X045,,,,0,0.0,0,0,0,0,0
05M670,10030,40.81524,-73.9443,0,0.0,6092,5908,6376,5793,5977
05M318,,,,0,0.0,0,0,0,0,0
01M839,,,,0,0.0,0,0,0,0,0
31R455,10312,40.52815,-74.1934,0,0.0,13848,13729,14635,14031,14720
25Q525,11367,40.73704,-73.8215,0,0.0,10127,9832,9969,10615,10170
19K615,11208,40.67878,-73.8753,0,0.0,27510,27624,29442,28716,28382
02M533,10003,40.73536,-73.9871,0,85403.0,3374,3923,3721,3866,3792
02M500,10016,40.74651,-73.9811,0,0.0,3912,4717,5246,4859,4745
84K757,,,,0,0.0,0,0,0,0,0
07X495,10455,40.81804,-73.9116,0,0.0,12201,11492,12183,12476,11376
01M448,10002,40.71227,-73.9841,0,272414.0,9477,9733,10321,10028,10121
01M332,,,,0,0.0,0,0,0,0,0
84X393,,,,0,0.0,0,0,0,0,0
84X615,,,,0,0.0,0,0,0,0,0
02M565,,,,0,0.0,0,0,0,0,0
18K642,11236,40.64054,-73.8986,0,0.0,22945,22174,22914,21790,20165
05M286,,,,0,0.0,0,0,0,0,0
02M305,10002,40.71733,-73.9893,0,272414.0,9477,9733,10321,10028,10121
84X597,,,,0,0.0,0,0,0,0,0
02M507,10019,40.76366,-73.9903,0,0.0,3451,3057,2934,2766,2716
13K527,11201,40.69463,-73.9883,0,0.0,10847,11509,12569,12300,11344
02M282,10038,40.71144,-74.0009,0,0.0,3030,3774,3363,3172,3327
02M551,10004,40.68949,-74.0189,0,0.0,382,244,990,840,776
09X241,10457,40.83951,-73.9018,0,0.0,22636,23171,24307,23525,22466
20K609,11204,40.6351,-73.9824,0,0.0,21546,21919,23627,24145,25677
03M307,10023,40.77489,-73.9856,0,0.0,8483,8579,9261,9257,9970
05M369,10027,40.81575,-73.9555,0,0.0,11463,11258,11660,11935,11628
02M316,10004,40.70569,-74.0133,0,0.0,382,244,990,840,776
02M300,10019,40.76547,-73.9927,0,0.0,3451,3057,2934,2766,2716
13K350,11201,40.69733,-73.9845,0,0.0,10847,11509,12569,12300,11344
84K417,,,,0,0.0,0,0,0,0,0
84X610,,,,0,0.0,0,0,0,0,0
08X371,,,,0,0.0,0,0,0,0,0
12X463,,,,0,0.0,0,0,0,0,0
84Q387,,,,0,0.0,0,0,0,0,0
09X263,10457,40.83951,-73.9018,0,0.0,22636,23171,24307,23525,22466
19K654,,,,0,0.0,0,0,0,0,0
02M449,10065,40.76564,-73.9598,0,0.0,4258,4775,5155,5136,5075
25Q240,11354,40.76489,-73.8268,0,0.0,8492,7965,7791,7283,7109
18K576,11236,40.63445,-73.9169,0,0.0,22945,22174,22914,21790,20165
27Q319,,,,0,0.0,0,0,0,0,0
19K661,,,,0,0.0,0,0,0,0,0
84Q304,,,,0,0.0,0,0,0,0,0
27Q261,,,,0,0.0,0,0,0,0,0
24Q744,,,,0,0.0,0,0,0,0,0
19K660,11207,40.67377,-73.896,0,0.0,20716,21588,23752,21806,20433
03M415,10026,40.80261,-73.9542,0,0.0,7267,7464,7791,7460,7007
06M366,,,,0,0.0,0,0,0,0,0
06M348,10033,40.84931,-73.931,0,0.0,10405,10033,10034,10011,8937
27Q317,,,,0,0.0,0,0,0,0,0
27Q318,,,,0,0.0,0,0,0,0,0
27Q362,,,,0,0.0,0,0,0,0,0
10X243,10458,40.85947,-73.8886,0,0.0,23389,23063,23286,21249,19679
15K529,,,,0,0.0,0,0,0,0,0
03M291,,,,0,0.0,0,0,0,0,0
03M421,,,,0,0.0,0,0,0,0,0
08X558,10461,40.83978,-73.8396,0,0.0,9899,10791,11430,11027,11036
84M338,,,,0,0.0,0,0,0,0,0
16K057,,,,0,0.0,0,0,0,0,0
84X633,,,,0,0.0,0,0,0,0,0
30Q445,11103,40.75707,-73.9112,0,0.0,4975,4545,4658,4301,4692
21K620,11235,40.58326,-73.9638,0,0.0,14390,13781,15047,14176,13916
84K473,,,,0,0.0,0,0,0,0,0
84K355,,,,0,0.0,0,0,0,0,0
14K558,11211,40.71556,-73.9548,0,0.0,25215,26359,13969,13921,13524
14K561,11211,40.71556,-73.9548,0,0.0,25215,26359,13969,13921,13524
12X684,10460,40.84138,-73.8753,0,0.0,15989,15740,15337,15700,16203
08X282,10473,40.81504,-73.8561,0,0.0,15052,14306,14139,13602,12983
19K510,11207,40.66687,-73.8951,0,0.0,20716,21588,23752,21806,20433
25Q285,11358,40.76488,-73.7894,0,0.0,6313,6959,7337,6988,6915
10X353,10468,40.87996,-73.889,0,0.0,21333,20905,22105,21512,20563
79K925,,,,0,0.0,0,0,0,0,0
79M379,,,,0,0.0,0,0,0,0,0
28Q284,11433,40.69691,-73.7864,0,0.0,9008,8571,10640,9581,9527
02M151,,,,0,0.0,0,0,0,0,0
02M177,,,,0,0.0,0,0,0,0,0
07X369,,,,0,0.0,0,0,0,0,0
11X357,,,,0,0.0,0,0,0,0,0
04M610,10029,40.79293,-73.9472,0,0.0,15698,14415,14207,13641,14093
14K614,11206,40.70501,-73.9388,0,0.0,24976,24502,25763,24655,24192
09X568,10453,40.84855,-73.909,0,0.0,22678,21380,21783,21673,20105
30Q286,11102,40.77077,-73.9238,0,0.0,4287,3807,4112,3772,4083
28Q896,11432,40.70841,-73.8042,0,0.0,13444,13662,14054,13440,13626
84X631,,,,0,0.0,0,0,0,0,0
84X632,,,,0,0.0,0,0,0,0,0
84M373,,,,0,0.0,0,0,0,0,0
84X609,,,,0,0.0,0,0,0,0,0
